WKT,ntacode,ntaname,shape_area,shape_leng,law_cat_cd,ofns_desc
"MULTIPOLYGON (((-74.0020039467751 40.5941323717782,-74.0021914307554 40.5943564542815,-74.0023029884088 40.5945433405667,-74.0024221570676 40.594727476712,-74.00254882027 40.5949086826672,-74.0026828542227 40.5950867812461,-74.0028241279223 40.5952615982991,-74.0029725032829 40.5954329628846,-74.003127835271 40.5956007074352,-74.0032899720471 40.5957646679222,-74.0034587551144 40.595924684016,-74.0036340194731 40.5960805992429,-74.0055262198613 40.5975391540707,-74.007745857171 40.5989357224186,-74.0084840914257 40.5993914586421,-74.0092172390491 40.5998440451523,-74.0096156325537 40.6000399641389,-74.0097747960799 40.6001314904761,-74.0099354510272 40.6002214904369,-74.0101723998282 40.6003499961618,-74.0104123888951 40.6004751817125,-74.0106553381652 40.6005970053171,-74.0109156625909 40.6007219743448,-74.0111789420508 40.6008432941311,-74.0114450885047 40.6009609240998,-74.011657971587 40.6010512406042,-74.0118728222616 40.601138808863,-74.0120634313686 40.6012195223009,-74.012369816027 40.6013492571162,-74.0129988703337 40.6015592075465,-74.0130216004984 40.6015658671036,-74.013941377296 40.6018353443733,-74.0147836371675 40.6020821029708,-74.0153028898416 40.602191246249,-74.0158240482871 40.6022949808664,-74.0161743133728 40.6023505783926,-74.016526357908 40.6023992115254,-74.0168799435385 40.602440847337,-74.0172348308652 40.6024754576371,-74.0175907796065 40.6025030189923,-74.0179922793689 40.6024919523538,-74.0182928630149 40.6024473552304,-74.0183234721685 40.6024176511305,-74.0191356390289 40.6026127545049,-74.0191340840975 40.6026485530515,-74.0193282664782 40.6028108081714,-74.0194276088975 40.602871578348,-74.0193934350534 40.6029117612818,-74.0192315032534 40.6031021742477,-74.0191808894759 40.6031495951135,-74.019176851139 40.603154422803,-74.018713822232 40.6035820759074,-74.0186913570825 40.6036079239394,-74.0186602176849 40.6036410680944,-74.0182314505144 40.6041084725031,-74.0182145856427 40.6041819582863,-74.0181764666061 40.6042526088173,-74.018119049733 40.6043152228267,-74.0180470254103 40.6043657351264,-74.0175086853117 40.6048504972353,-74.0174671144686 40.6049651048289,-74.0172836669086 40.6051378246967,-74.0167128387583 40.6056826353558,-74.0164055306888 40.6059759253165,-74.0154985500964 40.6068415242769,-74.0162363666377 40.6072332661004,-74.0170191015474 40.6076544169711,-74.0152237943312 40.609356384621,-74.013482558502 40.6110373979197,-74.0117120148979 40.6127350291876,-74.0110864803817 40.6133390442023,-74.0105040358742 40.6138966119951,-74.0101985871707 40.613712166889,-74.008303834133 40.6125680005481,-74.0079003711443 40.6123234333997,-74.0071042596764 40.6118913295636,-74.0060143842268 40.6113250819442,-74.0034253892128 40.6099690939353,-74.0026646810771 40.609569966591,-74.0018530178418 40.6091375604221,-74.0009440842445 40.6086397096706,-74.0013086607722 40.6083435691133,-74.001718084858 40.6080029779339,-74.0019501200618 40.6078176829632,-74.0026441240282 40.6072571753203,-74.0044247724134 40.6055685974744,-74.0049344890416 40.6050744064012,-74.0044463677006 40.6048018466646,-74.0041624953701 40.6046547389729,-74.0034090274484 40.6042593809627,-74.0026306959039 40.6038464494605,-74.0018460308839 40.6034314317262,-74.0010980951498 40.6030346262234,-74.0003235382089 40.6026202918699,-74.0000226609666 40.6029073157266,-73.9992790200147 40.6024580170269,-73.9985638508585 40.6020284337055,-73.9978233251486 40.6015781793821,-73.9970803643938 40.6011288287155,-73.99636516467 40.6006960541297,-73.9955932076265 40.6002322217223,-73.9973391960998 40.5985516122887,-73.9986558663795 40.5972685624829,-73.999319213928 40.596640750691,-73.9995104942101 40.5964418085703,-73.9995466456749 40.5964062158009,-73.9999818142897 40.5959996692318,-73.9999992307791 40.5959675617591,-74.0000270666733 40.5959340400001,-74.0001912058402 40.5957906730422,-74.0002787199463 40.5957026696039,-74.0018449714434 40.594236672444,-74.0020039467751 40.5941323717782)))",BK27,Bath Beach,20534620.8185999989509582519531250000000,22383.7432331000018166378140449523926,FELONY,GRAND LARCENY
"MULTIPOLYGON (((-73.9587078982297 40.6503872737826,-73.9584466873882 40.6493171035738,-73.9582608207769 40.6485327450313,-73.9581500358054 40.6477676736914,-73.9581406844516 40.647503403583,-73.9581067221941 40.6465180093582,-73.9580366449207 40.6453025009718,-73.9580217647043 40.6450699623208,-73.9579776468292 40.644576256019,-73.9579187373542 40.6441432650911,-73.9578939442657 40.6440155620292,-73.9576364464223 40.6426894994635,-73.9574635987088 40.6423716697763,-73.9570703102166 40.6419606719076,-73.9557159997168 40.6405825262734,-73.955638206877 40.6405039261158,-73.9547676325621 40.6396244468656,-73.9542735840813 40.6391155391962,-73.9540435859013 40.6388775491902,-73.9537485377847 40.6385863375855,-73.9536000471938 40.63842234745,-73.9530769985017 40.6384462613172,-73.9521385225578 40.6384434964656,-73.9511631118347 40.6384481833957,-73.9501736152606 40.6385105969903,-73.9492329569707 40.6385476733983,-73.9482649959091 40.6386071897065,-73.9471515025586 40.6386764063617,-73.9463815027999 40.6387262504835,-73.9453727242415 40.6387869552437,-73.9451233512812 40.6364482799813,-73.9448804281905 40.634176954495,-73.9446288542599 40.6318377346321,-73.9456175471169 40.6317774303122,-73.9464796178489 40.6317081621807,-73.9455109552195 40.6307914829013,-73.9448081607081 40.6301271666631,-73.9445399510192 40.6298665627084,-73.9441553525587 40.6295082847054,-73.9444678411649 40.6294800515112,-73.9454005321308 40.6293778123556,-73.9463262223446 40.629276642256,-73.9473267222654 40.6291665672097,-73.9483238626224 40.629056660533,-73.9492522983363 40.6289547653265,-73.9501765695053 40.6288527720281,-73.9511064192034 40.6287504670945,-73.952069018096 40.6286457810147,-73.9530313310014 40.6285401150927,-73.9539598341841 40.628439389614,-73.9548849915693 40.6283355483374,-73.9558120719495 40.628233491907,-73.9568469728059 40.628119879054,-73.9580529314662 40.627971118632,-73.9589941629721 40.6278855945431,-73.9599556512184 40.6277786725406,-73.9601477349386 40.628915185417,-73.9602256005791 40.6292545012971,-73.9602490292054 40.6293706218324,-73.9602585507675 40.6294182625656,-73.9604073434205 40.6301625305762,-73.9604628063971 40.6301556612194,-73.9613692159319 40.6300583882624,-73.9616363994038 40.6300222230184,-73.9618209984908 40.6300048774018,-73.9619745428316 40.629995041583,-73.9623259936459 40.6299687167376,-73.9632214934303 40.6298410610368,-73.9641486290121 40.6297389655614,-73.9650807282894 40.6296546755949,-73.9660819135987 40.6295427068263,-73.967076569313 40.6294346816481,-73.9680008440299 40.6293330582151,-73.9689291589012 40.6292316256248,-73.9700010976348 40.629113473756,-73.9710923232896 40.6289661406242,-73.9713662215702 40.6289291627159,-73.9712075052421 40.6280897121977,-73.9711142195118 40.6275858836845,-73.9709212626878 40.6265699855055,-73.9710816033804 40.6265537088208,-73.9711920984382 40.6265426969224,-73.9722989484369 40.6264311681619,-73.9732200100102 40.6263185425853,-73.9741491151299 40.6262148978449,-73.9750761126421 40.6261137671156,-73.9756358092847 40.6260352087436,-73.9762345368275 40.6259763507302,-73.9764497044158 40.627008255473,-73.9765146210018 40.6272944904939,-73.9765777568915 40.627573186819,-73.9766960437191 40.6283545642088,-73.9768496430902 40.6290885814784,-73.9769984892819 40.6298714961254,-73.9771651199467 40.6307466541293,-73.9760493565738 40.6312759056468,-73.9751714628359 40.6316885807631,-73.974318834604 40.6320905741887,-73.9731961344851 40.6326205889795,-73.9727806641722 40.6328234711817,-73.9724148165127 40.6329938342684,-73.9723112916953 40.6330419145453,-73.9721614595897 40.6331116213496,-73.971904270823 40.6332300941374,-73.9708756766465 40.6337195133143,-73.9698686933957 40.6341946745981,-73.9702903622892 40.6364063414182,-73.9693596579131 40.6365055501492,-73.968038684878 40.6366509854364,-73.968223433854 40.6372969064419,-73.9687221844786 40.6390185382492,-73.9687909917334 40.6392559332214,-73.9689146105842 40.6397571597541,-73.969399031316 40.6413824457158,-73.9694846813792 40.6416898965315,-73.9696861180754 40.6423560097723,-73.9698846473775 40.6430302975693,-73.9700889772709 40.6437458395069,-73.9703167698547 40.6445379413464,-73.9705455439065 40.6453166681214,-73.9707697614924 40.6461109073432,-73.9708411372968 40.6463785710723,-73.9712103896698 40.6476201544838,-73.9713963168818 40.6482577856115,-73.9706987566701 40.6485021004598,-73.9699850072599 40.6487749350721,-73.9696717366338 40.6488979355834,-73.9687936719819 40.6492482638286,-73.9679094838856 40.6495993742161,-73.9670280922758 40.6499472742833,-73.9661450332678 40.6502976796829,-73.9652628191503 40.6506424500996,-73.9646543863073 40.6508877284586,-73.9652410351089 40.6517420474753,-73.9657512145337 40.6524992295853,-73.9662132195925 40.6531894050491,-73.9641466633954 40.6539949723504,-73.961880864398 40.6548811920522,-73.9615646142233 40.6550041171529,-73.9606980937955 40.6553409246805,-73.959861031791 40.6556347894396,-73.9596966586303 40.6548392152288,-73.9594518386373 40.6535753888211,-73.9593292647019 40.6529281792143,-73.9591500103928 40.6521445577112,-73.9589252726127 40.6512115500978,-73.9587078982297 40.6503872737826)))",BK42,Flatbush,45254807.5575999990105628967285156250000,38737.8532129000013810582458972930908,FELONY,THEFT-FRAUD
"MULTIPOLYGON (((-73.9216474813195 40.6788705470326,-73.9217115994537 40.6781157139457,-73.9218153903165 40.6770183899592,-73.9218236101579 40.6769383584729,-73.9218323249591 40.6768490422612,-73.9219009052173 40.6761316215471,-73.9219749528721 40.6753485477723,-73.9220484332064 40.674574397198,-73.9221315337918 40.6736838895096,-73.9222144432109 40.6727916330496,-73.9222995036711 40.6719002621008,-73.9223840178855 40.6710087629707,-73.9224535544231 40.6702611488538,-73.9224669676332 40.6701169302553,-73.9225443223555 40.6692758106947,-73.9226135432244 40.6685641072422,-73.9226321076668 40.6683732110646,-73.9226553004528 40.668127115014,-73.9227271424125 40.6673650564268,-73.9227525715443 40.6670973329616,-73.9228110653304 40.6670717607133,-73.9230343938023 40.6669741259334,-73.9231197845566 40.6669367936319,-73.9232322453733 40.6668876280695,-73.9233103969841 40.6668534604249,-73.9242446727456 40.6664450003867,-73.9243909938475 40.6663814232778,-73.925462701954 40.6659167519916,-73.9259220148363 40.6657150352011,-73.9263797054922 40.6655148926442,-73.9273935002165 40.6650747166567,-73.9277118894174 40.6649343284943,-73.9282287237982 40.6647098646837,-73.9287220459466 40.6644955691827,-73.9286920062813 40.6649622973766,-73.9286840442478 40.6650860232739,-73.9293068391417 40.6651170070116,-73.9314555004772 40.6652338180876,-73.9342242633601 40.6653777425338,-73.9369836230659 40.6655355078778,-73.9369451933004 40.6659812965623,-73.9369068105718 40.6664265900238,-73.9368668964977 40.6668621162311,-73.9368252168949 40.6673169935927,-73.9367494701341 40.6681273707869,-73.9395152084721 40.6682956164725,-73.9422842029903 40.6684614271045,-73.9450464567581 40.6686146163317,-73.9478185753795 40.6687837536743,-73.9477511021491 40.6694952658517,-73.9477439885907 40.6695686904356,-73.9477299632891 40.66971344241,-73.9505022756118 40.6698653518951,-73.9508746963084 40.669887099337,-73.951604648875 40.6699237033007,-73.9516049588735 40.6699237188436,-73.9532701974491 40.670007205105,-73.9552696365476 40.6701249048541,-73.957973172018 40.6706572740762,-73.9590472528542 40.6708822675465,-73.9613187795782 40.6714066764332,-73.9612644207899 40.6715635906951,-73.9610289832156 40.672243184204,-73.9607097449409 40.6731213940317,-73.960393018689 40.6739986024349,-73.960073459563 40.6748642846571,-73.9631823885636 40.6755295039862,-73.9628644420258 40.6764053411274,-73.9625463540349 40.6772866175493,-73.9622284124052 40.6781662082222,-73.9619564434621 40.6789338434849,-73.9616799862325 40.6797022059558,-73.9615396195643 40.6800862550271,-73.9614104625312 40.6804131527576,-73.9613465588579 40.6804635243009,-73.9582921680778 40.6798311334948,-73.9559586243741 40.6793462466482,-73.9552936159939 40.6792031510439,-73.955309075481 40.6792731350446,-73.9554368155927 40.6799578551842,-73.9543683630195 40.6800751065211,-73.9532818737398 40.6802000314752,-73.9533701750886 40.6806405084443,-73.951556826765 40.6804988475756,-73.9511582851296 40.6804786148068,-73.9495568871113 40.6803904029233,-73.9477302355664 40.6802918462823,-73.9467491597985 40.6802396618656,-73.9462747097013 40.6802133264269,-73.9439734780497 40.6800881289296,-73.9432617692866 40.6800506071266,-73.9412086429975 40.6799383537522,-73.9403279396205 40.6798899750646,-73.9384361332665 40.679785851704,-73.9373976366523 40.6797299001767,-73.9348721089147 40.6795930882447,-73.9343506647402 40.6795634075509,-73.9343953104382 40.6798353797488,-73.934508390389 40.6802216925322,-73.9345709823029 40.6805647617129,-73.9347144105197 40.6812973843025,-73.9348625715524 40.6820305686999,-73.9350082172012 40.6827637680032,-73.9320866980814 40.6831003497815,-73.9291613063703 40.6834363244433,-73.9290088401841 40.6827029054858,-73.9260946161375 40.6830387095757,-73.9228137420172 40.683414429622,-73.922670122326 40.6826815122432,-73.9225447956039 40.6819356131497,-73.922507993291 40.681710070134,-73.9224926611033 40.6816161094396,-73.9224265203364 40.681210745173,-73.9224019699217 40.6810895534858,-73.9223825594353 40.6809937373301,-73.9223696239595 40.6809298802763,-73.9223545849615 40.6808556447997,-73.9223384962089 40.6807762182684,-73.9223126191051 40.6806484733161,-73.922277741878 40.6804762937589,-73.9222561761607 40.6803677639477,-73.9222368179174 40.6802703432134,-73.9222162696155 40.6801669347319,-73.9221771565831 40.6799700854875,-73.9221522298157 40.6798446352537,-73.9221324286593 40.6797449777005,-73.9221115000203 40.6796575572804,-73.9220878720198 40.6795588578983,-73.9220545352351 40.6794196038545,-73.922032140931 40.6793260589495,-73.9220153456297 40.6792558998487,-73.9219999080482 40.6791914146571,-73.9219737621003 40.6790774887847,-73.9218350013711 40.6789455591443,-73.9216474813195 40.6788705470326)))",BK61,Crown Heights North,51620954.0741000026464462280273437500000,35632.3326868000003742054104804992676,FELONY,CRIMINAL MISCHIEF & RELATED OF
"MULTIPOLYGON (((-73.9482649959091 40.6386071897065,-73.9492329569707 40.6385476733983,-73.9501736152606 40.6385105969903,-73.9511631118347 40.6384481833957,-73.9521385225578 40.6384434964656,-73.9530769985017 40.6384462613172,-73.9536000471938 40.63842234745,-73.9537485377847 40.6385863375855,-73.9540435859013 40.6388775491902,-73.9542735840813 40.6391155391962,-73.9547676325621 40.6396244468656,-73.955638206877 40.6405039261158,-73.9557159997168 40.6405825262734,-73.9570703102166 40.6419606719076,-73.9574635987088 40.6423716697763,-73.9576364464223 40.6426894994635,-73.9578939442657 40.6440155620292,-73.9579187373542 40.6441432650911,-73.9579776468292 40.644576256019,-73.9580217647043 40.6450699623208,-73.9580366449207 40.6453025009718,-73.9581067221941 40.6465180093582,-73.9581406844516 40.647503403583,-73.9581500358054 40.6477676736914,-73.9582608207769 40.6485327450313,-73.9584466873882 40.6493171035738,-73.9587078982297 40.6503872737826,-73.9558251837374 40.6505298080786,-73.9548007196403 40.6505693028637,-73.952950838983 40.6506555605924,-73.9524690130785 40.6506694552893,-73.9513784586247 40.6507157448356,-73.949571130833 40.6508078998712,-73.9496685117458 40.6516975195808,-73.9497687497526 40.6526423226562,-73.9499300879138 40.6541503268689,-73.950066648613 40.6554229972003,-73.9471589632309 40.655593787271,-73.9470325759201 40.6543387148327,-73.9460669061132 40.6544102628259,-73.9459046877835 40.6528546504767,-73.9457060618644 40.651006784974,-73.9466741446161 40.6509481186871,-73.9464788243856 40.649100750873,-73.9462597264787 40.6470062153308,-73.9460721678056 40.6453118120748,-73.9459881363271 40.6445337968092,-73.9458687924778 40.6434237446072,-73.9468557061049 40.6433621410089,-73.9477899468347 40.6433057364493,-73.9475449677042 40.6410054763786,-73.9474429683878 40.6400476652444,-73.9484134329974 40.6399874645834,-73.9482649959091 40.6386071897065)))",BK95,Erasmus,14522603.5914999991655349731445312500000,18756.7018645999996806494891643524170,FELONY,SEX CRIMES
"MULTIPOLYGON (((-74.0020039467751 40.5941323717782,-74.0021914307554 40.5943564542815,-74.0023029884088 40.5945433405667,-74.0024221570676 40.594727476712,-74.00254882027 40.5949086826672,-74.0026828542227 40.5950867812461,-74.0028241279223 40.5952615982991,-74.0029725032829 40.5954329628846,-74.003127835271 40.5956007074352,-74.0032899720471 40.5957646679222,-74.0034587551144 40.595924684016,-74.0036340194731 40.5960805992429,-74.0055262198613 40.5975391540707,-74.007745857171 40.5989357224186,-74.0084840914257 40.5993914586421,-74.0092172390491 40.5998440451523,-74.0096156325537 40.6000399641389,-74.0097747960799 40.6001314904761,-74.0099354510272 40.6002214904369,-74.0101723998282 40.6003499961618,-74.0104123888951 40.6004751817125,-74.0106553381652 40.6005970053171,-74.0109156625909 40.6007219743448,-74.0111789420508 40.6008432941311,-74.0114450885047 40.6009609240998,-74.011657971587 40.6010512406042,-74.0118728222616 40.601138808863,-74.0120634313686 40.6012195223009,-74.012369816027 40.6013492571162,-74.0129988703337 40.6015592075465,-74.0130216004984 40.6015658671036,-74.013941377296 40.6018353443733,-74.0147836371675 40.6020821029708,-74.0153028898416 40.602191246249,-74.0158240482871 40.6022949808664,-74.0161743133728 40.6023505783926,-74.016526357908 40.6023992115254,-74.0168799435385 40.602440847337,-74.0172348308652 40.6024754576371,-74.0175907796065 40.6025030189923,-74.0179922793689 40.6024919523538,-74.0182928630149 40.6024473552304,-74.0183234721685 40.6024176511305,-74.0191356390289 40.6026127545049,-74.0191340840975 40.6026485530515,-74.0193282664782 40.6028108081714,-74.0194276088975 40.602871578348,-74.0193934350534 40.6029117612818,-74.0192315032534 40.6031021742477,-74.0191808894759 40.6031495951135,-74.019176851139 40.603154422803,-74.018713822232 40.6035820759074,-74.0186913570825 40.6036079239394,-74.0186602176849 40.6036410680944,-74.0182314505144 40.6041084725031,-74.0182145856427 40.6041819582863,-74.0181764666061 40.6042526088173,-74.018119049733 40.6043152228267,-74.0180470254103 40.6043657351264,-74.0175086853117 40.6048504972353,-74.0174671144686 40.6049651048289,-74.0172836669086 40.6051378246967,-74.0167128387583 40.6056826353558,-74.0164055306888 40.6059759253165,-74.0154985500964 40.6068415242769,-74.0162363666377 40.6072332661004,-74.0170191015474 40.6076544169711,-74.0152237943312 40.609356384621,-74.013482558502 40.6110373979197,-74.0117120148979 40.6127350291876,-74.0110864803817 40.6133390442023,-74.0105040358742 40.6138966119951,-74.0101985871707 40.613712166889,-74.008303834133 40.6125680005481,-74.0079003711443 40.6123234333997,-74.0071042596764 40.6118913295636,-74.0060143842268 40.6113250819442,-74.0034253892128 40.6099690939353,-74.0026646810771 40.609569966591,-74.0018530178418 40.6091375604221,-74.0009440842445 40.6086397096706,-74.0013086607722 40.6083435691133,-74.001718084858 40.6080029779339,-74.0019501200618 40.6078176829632,-74.0026441240282 40.6072571753203,-74.0044247724134 40.6055685974744,-74.0049344890416 40.6050744064012,-74.0044463677006 40.6048018466646,-74.0041624953701 40.6046547389729,-74.0034090274484 40.6042593809627,-74.0026306959039 40.6038464494605,-74.0018460308839 40.6034314317262,-74.0010980951498 40.6030346262234,-74.0003235382089 40.6026202918699,-74.0000226609666 40.6029073157266,-73.9992790200147 40.6024580170269,-73.9985638508585 40.6020284337055,-73.9978233251486 40.6015781793821,-73.9970803643938 40.6011288287155,-73.99636516467 40.6006960541297,-73.9955932076265 40.6002322217223,-73.9973391960998 40.5985516122887,-73.9986558663795 40.5972685624829,-73.999319213928 40.596640750691,-73.9995104942101 40.5964418085703,-73.9995466456749 40.5964062158009,-73.9999818142897 40.5959996692318,-73.9999992307791 40.5959675617591,-74.0000270666733 40.5959340400001,-74.0001912058402 40.5957906730422,-74.0002787199463 40.5957026696039,-74.0018449714434 40.594236672444,-74.0020039467751 40.5941323717782)))",BK27,Bath Beach,20534620.8185999989509582519531250000000,22383.7432331000018166378140449523926,MISDEMEANOR,SEX CRIMES
"MULTIPOLYGON (((-73.9419307881619 40.7007252346955,-73.9443878859648 40.7004245237826,-73.9442428614747 40.6996992796478,-73.9440959126006 40.6989729551157,-73.9439494720526 40.6982212798388,-73.9439175019287 40.6980562021136,-73.9438038321182 40.6974692654499,-73.9437845558703 40.6973697290539,-73.9437430670684 40.6971554994525,-73.9437245356892 40.6970598121795,-73.9436842717992 40.6968519021112,-73.9436380686884 40.6966133185428,-73.94362121303 40.6965262791588,-73.9435563415294 40.696191282951,-73.9435402414939 40.6961081421151,-73.9435252747148 40.6960308552381,-73.9433880208443 40.695288990519,-73.9432424908608 40.6945574857334,-73.9431282674319 40.6939670383309,-73.9431142781376 40.6938947205575,-73.9431004089543 40.6938230290585,-73.9429513613159 40.6930907842359,-73.9428076518172 40.692357794129,-73.9426618173562 40.6916243443595,-73.942515879286 40.6908920009708,-73.9423693274869 40.6901599446653,-73.9422220347179 40.6894279788675,-73.9420768492442 40.6886972024809,-73.9419324508182 40.6879629587551,-73.9417852758431 40.6872283721212,-73.9416393315045 40.6864972700926,-73.941494917573 40.6857645293317,-73.9414074479442 40.6853271252533,-73.9413482718491 40.6850312025126,-73.9412039929162 40.6842998392336,-73.9410578378792 40.6835668728459,-73.9409133427312 40.6828336172343,-73.9407689332996 40.6821008390389,-73.9406200538213 40.6813701306052,-73.9404763500594 40.680635695423,-73.9403279396205 40.6798899750647,-73.9412086429974 40.6799383537522,-73.9432617692865 40.6800506071266,-73.9439734780497 40.6800881289296,-73.9462747097012 40.680213326427,-73.9467491597983 40.6802396618657,-73.9477302355664 40.6802918462823,-73.9495568871112 40.6803904029233,-73.9511582851295 40.6804786148068,-73.9515568267648 40.6804988475756,-73.9533701750886 40.6806405084443,-73.9535161685703 40.6813826004792,-73.9536625622716 40.6821149041161,-73.9538089353066 40.6828480082733,-73.9539545309954 40.683580778821,-73.95410042574 40.6843131076335,-73.9542464769621 40.6850462477593,-73.9543037414641 40.6853329691682,-73.9543929686742 40.6857797200136,-73.9545379867345 40.6865111749022,-73.9546841891655 40.6872448539349,-73.9568416519356 40.6869960793406,-73.9595677018738 40.686682555425,-73.9597137475645 40.6874156340909,-73.9598593949173 40.6881474512175,-73.9600051980264 40.6888810337182,-73.9600971463136 40.6893452100977,-73.9601467801996 40.6896087768416,-73.9601725613864 40.6897298620638,-73.9601869185824 40.6898034564911,-73.9602230453969 40.6899886278863,-73.9602374033646 40.6900622223053,-73.960292816681 40.6903462499155,-73.9601376080045 40.6903643803589,-73.9600833680044 40.6903707157072,-73.9595759191315 40.6904299875388,-73.9594279138657 40.6904472747141,-73.9593486238981 40.6904564609108,-73.9592813373065 40.6904642569695,-73.9589933049184 40.6904976293629,-73.9588671355939 40.6905122480146,-73.9585784470995 40.6905456943548,-73.9581804874994 40.6905907304058,-73.9580856350182 40.6906014642281,-73.957272491126 40.690693478354,-73.9563560295827 40.6907997819174,-73.9554105801562 40.6909082918861,-73.9558266283569 40.6929923828826,-73.956142393342 40.6945790190752,-73.9570870194247 40.6944704396604,-73.9579973297944 40.6943658391868,-73.9593104799365 40.6942150873296,-73.960158546583 40.6941173096586,-73.9606205653166 40.6963201401926,-73.9609254380419 40.6977365070164,-73.9610510063397 40.6983260788189,-73.9601968885747 40.6984627274386,-73.958858746274 40.6986773264162,-73.9579593822098 40.6988200032159,-73.9570199312341 40.6989739143496,-73.9571673010539 40.6997078679191,-73.9572251740565 40.6999993495237,-73.9574573643886 40.7008226031848,-73.9557236101487 40.7019457695573,-73.9538119690651 40.7031809797955,-73.9531808517232 40.7026169054775,-73.9525505277791 40.702051667017,-73.951920189279 40.7014875491608,-73.9516115023315 40.7012114967442,-73.9512881936869 40.7009223654857,-73.9502742404355 40.7015792419503,-73.9493787347733 40.7021588898261,-73.9475385814647 40.7033506506648,-73.9470520529753 40.7036639493402,-73.9462510778084 40.7032087479561,-73.9458549911283 40.7029872067752,-73.9454498819216 40.7027606359744,-73.9446391015485 40.7023136946746,-73.9443146016284 40.7021333453521,-73.9440050404872 40.7019617921972,-73.9438247380717 40.7018620078786,-73.9432268594627 40.7015207091455,-73.9430640691188 40.7014244350921,-73.9423899491481 40.701007724072,-73.9422005870526 40.7008906674678,-73.9419307881619 40.7007252346955)))",BK75,Bedford,32629789.0476000010967254638671875000000,29992.9237997999989602249115705490112,FELONY,SEX CRIMES
